DB_ID,reference,DOI,site_id,date,year,site_description,catchment_name,compound,d13C_value_permil,d13C_uncertainty,d13C_uncertainty_unit,dD-CH4_value_permil,dD-CH4_uncertainty,dD-CH4_uncertainty_unit,pub_code_prefix,pub_code_number,F14C_value,F14C_value_uncertainity,F14C_value_uncertainity_unit,D14C_permil_value,D14C_permil_value_uncertainty,D14C_permil_value_uncertaint_unit,radiocarbon_age,radiocarbon_age_uncertainty,pH,latitude,longitude,country,hemisphere,Atm_14CO2,norm_F14C,water_type,method,comment,temperature_celsius,coordinate_flag,uncertainity flag,watershed_size_exact_km2,watershed_size_indicative_km2,size_class,catchment_area_km2,dis_m3_pyr,lka_pc_use,ele_mt_uav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,snw_pc_uyr,wet_pc_ug2,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,cly_pc_uav,slt_pc_uav,snd_pc_uav,soc_th_uav,kar_pc_use,ero_kh_uav,urb_pc_use,hft_ix_u09,ele_mt_cav,tmp_dc_cyr,pre_mm_cyr,ari_ix_cav,snw_pc_cyr,wet_pc_cg2,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,cly_pc_cav,slt_pc_cav,snd_pc_cav,soc_th_cav,kar_pc_cse,ero_kh_cav,urb_pc_cse,hft_ix_c09,gwt_cm_cav,tbi_cl_cmj,fmh_cl_cmj,lit_cl_cmj,DIC_conc
719,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Allah,2015-06-21,2015,Stream,Wood River,DIC,-3.0,0.1,permil,,,,,,0.9568,0.0031,1 sd,-51,6.2,permil,355,26,,59.430,-158.659,USA,N,1.0235,0.9348,River,Headspace equillibriation method,Assumed 13C uncertainity ,10.5,A,B,9.5,9.5,small,9.4,0.209,0,315,165,-9,604,138,56,0,24,0,0,0,0,9,15,45,40,85,0,796,0,0,315,-9,604,138,56,0,24,0,0,0,0,9,15,45,40,85,0,796,0,0,664,11,11,3,1257.285595
720,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Bear_N,2015-07-02,2015,Stream,Wood River,DIC,-2.4,0.1,permil,,,,,,0.9936,0.0031,1 sd,-14,6.2,permil,52,25,,59.470,-158.664,USA,N,1.0235,0.9708,River,Headspace equillibriation method,Assumed 13C uncertainity ,15,A,B,10.6,10.6,large,8.7,0.194,2,287,180,-8,604,137,56,0,14,0,0,0,0,5,15,45,41,83,0,754,0,0,287,-8,604,137,56,0,14,0,0,0,0,5,15,44,41,83,0,754,0,0,947,11,11,3,
721,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Eagle,2015-06-12,2015,Stream,Wood River,DIC,-7.5,0.1,permil,,,,,,0.9997,0.0031,1 sd,-8,6.2,permil,2,25,,59.317,-158.694,USA,N,1.0235,0.9768,River,Headspace equillibriation method,Assumed 13C uncertainity ,10,A,B,4.1,4.1,small,11.6,0.254,19,97,52,1,603,132,53,0,0,0,0,0,0,2,14,41,44,88,0,143,0,0,97,1,603,132,53,0,0,0,0,0,0,2,14,41,44,88,0,143,0,0,204,11,11,3,907.5770192
722,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Flyover,2015-06-30,2015,Stream,Wood River,DIC,-10.1,0.1,permil,,,,,,0.9988,0.0031,1 sd,-9,6.2,permil,9,25,,59.580,-158.910,USA,N,1.0235,0.9759,River,Headspace equillibriation method,Assumed 13C uncertainity ,10,A,B,,0.1,small,5,0.109,824,20,11,1,589,126,51,0,0,0,0,0,0,1,11,35,53,69,0,9,0,0,20,1,589,126,51,0,0,0,0,0,0,1,11,35,53,69,0,9,0,0,106,11,11,3,857.6186511
723,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Happy,2015-06-12,2015,Stream,Wood River,DIC,-8.7,0.1,permil,,,,,,0.9850,0.0031,1 sd,-23,6.2,permil,121,25.5,,59.323,-158.718,USA,N,1.0235,0.9624,River,Headspace equillibriation method,Assumed 13C uncertainity ,7,A,B,18,18,large,16.8,0.37,0,253,113,-6,605,137,55,0,10,0,0,0,0,7,15,43,42,84,0,404,0,0,253,-6,605,137,55,0,10,0,0,0,0,7,15,43,42,84,0,404,0,0,540,11,11,3,
724,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Hidden,2015-06-24,2015,Stream,Wood River,DIC,-8.0,0.1,permil,,,,,,1.0009,0.0031,1 sd,-7,6.2,permil,modern,,,59.540,-158.767,USA,N,1.0235,0.9780,River,Headspace equillibriation method,Assumed 13C uncertainity ,15.8,A,B,8.3,8.3,small,21.3,0.469,184,126,85,-3,593,130,58,0,0,0,0,0,0,3,14,43,42,91,0,239,0,0,126,-3,593,130,58,0,0,0,0,0,0,3,14,43,43,92,0,239,0,0,523,11,11,3,791.0074938
725,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Hope,2015-07-01,2015,Stream,Wood River,DIC,-10.1,0.1,permil,,,,,,0.9741,0.0031,1 sd,-34,6.2,permil,211,25.5,,59.646,-158.599,USA,N,1.0235,0.9518,River,Headspace equillibriation method,Assumed 13C uncertainity ,12,A,B,36.7,36.7,large,38.6,0.874,480,41,15,0,583,125,57,0,1,0,0,0,0,1,12,41,45,96,0,17,0,0,41,0,583,125,57,0,1,0,0,0,0,1,13,41,46,98,0,17,0,0,116,11,11,3,
726,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Kema,2015-06-24,2015,Stream,Wood River,DIC,-14.1,0.1,permil,,,,,,1.0091,0.0031,1 sd,1,6.2,permil,modern,,,59.546,-158.656,USA,N,1.0235,0.9859,River,Headspace equillibriation method,Assumed 13C uncertainity ,13,A,B,20.4,20.4,large,20.1,0.449,557,27,7,1,586,125,54,0,2,0,0,0,0,1,12,37,48,84,0,12,0,0,27,1,586,125,54,0,2,0,0,0,0,1,13,38,49,86,0,12,0,0,63,11,11,3,
727,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Moose,2015-07-01,2015,Stream,Wood River,DIC,-9.7,0.1,permil,,,,,,0.9916,0.0031,1 sd,-16,6.2,permil,68,25,,59.639,-158.584,USA,N,1.0235,0.9688,River,Headspace equillibriation method,Assumed 13C uncertainity ,14,A,B,94.3,94.3,large,88.4,2.237,35,108,32,-3,578,124,59,0,4,0,0,0,0,1,13,42,45,103,0,22,0,0,47,0,579,123,55,0,0,0,0,0,0,1,13,39,48,98,0,17,0,0,115,11,11,3,
728,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Pick,2015-06-30,2015,Stream,Wood River,DIC,-10.8,0.1,permil,,,,,,0.9209,0.0031,1 sd,-86,6.2,permil,662,27,,59.550,-159.064,USA,N,1.0235,0.8998,River,Headspace equillibriation method,Assumed 13C uncertainity ,8.5,A,B,20.1,20.1,large,18.7,0.391,226,78,58,-2,594,130,58,0,28,0,0,0,0,1,14,43,41,88,0,100,0,0,78,-2,594,130,58,0,28,0,0,0,0,1,14,44,42,89,0,100,0,0,242,11,11,3,
729,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Stovall,2015-07-02,2015,Stream,Wood River,DIC,-11.3,0.1,permil,,,,,,0.9746,0.0031,1 sd,-33,6.2,permil,206,25.5,,59.459,-158.635,USA,N,1.0235,0.9523,River,Headspace equillibriation method,Assumed 13C uncertainity ,13.5,A,B,30.8,30.8,large,34.1,0.773,207,44,15,2,591,127,56,0,0,0,0,0,0,1,14,40,45,82,0,19,0,0,44,2,591,127,56,0,0,0,0,0,0,1,14,41,45,82,0,19,0,0,95,11,11,3,
730,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Whitefish,2015-06-10,2015,Stream,Wood River,DIC,-11.6,0.1,permil,,,,,,0.8080,0.0031,1 sd,-198,6.2,permil,1712,31,,59.266,-158.681,USA,N,1.0235,0.7895,River,Headspace equillibriation method,Assumed 13C uncertainity ,10.5,A,B,10.1,10.1,large,10.3,0.222,119,46,21,4,606,131,57,0,73,0,0,0,0,1,14,41,45,103,0,23,0,1,46,4,606,131,57,0,73,0,0,0,0,1,14,41,45,103,0,23,0,1,116,11,11,3,
731,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Yako,2015-06-11,2015,Stream,Wood River,DIC,-9.0,0.1,permil,,,,,,0.9576,0.0031,1 sd,-50,6.2,permil,348,26,,59.275,-158.708,USA,N,1.0235,0.9356,River,Headspace equillibriation method,Assumed 13C uncertainity ,7,A,B,13.3,13.3,large,12.2,0.261,8,94,53,2,608,133,57,0,27,0,0,0,0,1,15,41,45,88,0,57,0,0,94,2,608,133,57,0,27,0,0,0,0,1,15,41,45,88,0,57,0,0,274,11,11,3,
732,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Allah,2015-07-07,2015,Stream,Wood River,DIC,-7.1,0.1,permil,,,,,,0.9557,0.0031,1 sd,-52,6.2,permil,364,26,,59.430,-158.659,USA,N,1.0235,0.9338,River,Headspace equillibriation method,Assumed 13C uncertainity ,9,A,B,9.5,9.5,small,9.4,0.209,0,315,165,-9,604,138,56,0,24,0,0,0,0,9,15,45,40,85,0,796,0,0,315,-9,604,138,56,0,24,0,0,0,0,9,15,45,40,85,0,796,0,0,664,11,11,3,990.8409659
733,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Bear_N,2015-07-07,2015,Stream,Wood River,DIC,-17.6,0.1,permil,,,,,,1.0117,0.0031,1 sd,4,6.2,permil,modern,,,59.470,-158.664,USA,N,1.0235,0.9885,River,Headspace equillibriation method,Assumed 13C uncertainity ,13,A,B,10.6,10.6,large,8.7,0.194,2,287,180,-8,604,137,56,0,14,0,0,0,0,5,15,45,41,83,0,754,0,0,287,-8,604,137,56,0,14,0,0,0,0,5,15,44,41,83,0,754,0,0,947,11,11,3,
734,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Chamee,2015-07-07,2015,Stream,Wood River,DIC,-12.6,0.1,permil,,,,,,0.9905,0.0031,1 sd,-17,6.2,permil,77,25,,59.544,-158.752,USA,N,1.0235,0.9677,River,Headspace equillibriation method,Assumed 13C uncertainity ,9.5,A,B,2.6,2.6,small,21.3,0.469,184,126,85,-3,593,130,58,0,0,0,0,0,0,3,14,43,42,91,0,239,0,0,126,-3,593,130,58,0,0,0,0,0,0,3,14,43,43,92,0,239,0,0,523,11,11,3,1765.19567
735,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Eagle,2015-07-07,2015,Stream,Wood River,DIC,-3.6,0.1,permil,,,,,,1.0067,0.0031,1 sd,-1,6.2,permil,modern,,,59.317,-158.694,USA,N,1.0235,0.9836,River,Headspace equillibriation method,Assumed 13C uncertainity ,9,A,B,4.1,4.1,small,11.6,0.254,19,97,52,1,603,132,53,0,0,0,0,0,0,2,14,41,44,88,0,143,0,0,97,1,603,132,53,0,0,0,0,0,0,2,14,41,44,88,0,143,0,0,204,11,11,3,274.7710241
736,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Flyover,2015-07-07,2015,Stream,Wood River,DIC,-18.9,0.1,permil,,,,,,1.0399,0.0031,1 sd,32,6.2,permil,modern,,,59.580,-158.910,USA,N,1.0235,1.0161,River,Headspace equillibriation method,Assumed 13C uncertainity ,11.5,A,B,,0.1,small,5,0.109,824,20,11,1,589,126,51,0,0,0,0,0,0,1,11,35,53,69,0,9,0,0,20,1,589,126,51,0,0,0,0,0,0,1,11,35,53,69,0,9,0,0,106,11,11,3,273.9383847
737,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Happy,2015-07-07,2015,Stream,Wood River,DIC,-6.9,0.1,permil,,,,,,1.0016,0.0031,1 sd,-6,6.2,permil,modern,,,59.323,-158.718,USA,N,1.0235,0.9787,River,Headspace equillibriation method,Assumed 13C uncertainity ,9,A,B,18,18,large,16.8,0.37,0,253,113,-6,605,137,55,0,10,0,0,0,0,7,15,43,42,84,0,404,0,0,253,-6,605,137,55,0,10,0,0,0,0,7,15,43,42,84,0,404,0,0,540,11,11,3,
738,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Hidden,2015-07-07,2015,Stream,Wood River,DIC,-3.8,0.1,permil,,,,,,0.9570,0.0031,1 sd,-51,6.2,permil,353,26,,59.540,-158.767,USA,N,1.0235,0.9350,River,Headspace equillibriation method,Assumed 13C uncertainity ,17,A,B,8.3,8.3,small,21.3,0.469,184,126,85,-3,593,130,58,0,0,0,0,0,0,3,14,43,42,91,0,239,0,0,126,-3,593,130,58,0,0,0,0,0,0,3,14,43,43,92,0,239,0,0,523,11,11,3,2764.363031
739,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Hope,2015-07-08,2015,Stream,Wood River,DIC,-11.7,0.1,permil,,,,,,1.0093,0.0031,1 sd,1,6.2,permil,modern,,,59.646,-158.599,USA,N,1.0235,0.9861,River,Headspace equillibriation method,Assumed 13C uncertainity ,11,A,B,36.7,36.7,large,38.6,0.874,480,41,15,0,583,125,57,0,1,0,0,0,0,1,12,41,45,96,0,17,0,0,41,0,583,125,57,0,1,0,0,0,0,1,13,41,46,98,0,17,0,0,116,11,11,3,
740,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Moose,2015-07-08,2015,Stream,Wood River,DIC,-11.2,0.1,permil,,,,,,0.9992,0.0031,1 sd,-9,6.2,permil,6,25,,59.639,-158.584,USA,N,1.0235,0.9763,River,Headspace equillibriation method,Assumed 13C uncertainity ,13,A,B,94.3,94.3,large,88.4,2.237,35,108,32,-3,578,124,59,0,4,0,0,0,0,1,13,42,45,103,0,22,0,0,47,0,579,123,55,0,0,0,0,0,0,1,13,39,48,98,0,17,0,0,115,11,11,3,
741,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Pick,2015-07-05,2015,Stream,Wood River,DIC,-14.0,0.1,permil,,,,,,0.9438,0.0031,1 sd,-64,6.2,permil,465,26.5,,59.550,-159.064,USA,N,1.0235,0.9221,River,Headspace equillibriation method,Assumed 13C uncertainity ,9,A,B,20.1,20.1,large,18.7,0.391,226,78,58,-2,594,130,58,0,28,0,0,0,0,1,14,43,41,88,0,100,0,0,78,-2,594,130,58,0,28,0,0,0,0,1,14,44,42,89,0,100,0,0,242,11,11,3,
742,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Sam,2015-07-07,2015,Stream,Wood River,DIC,-9.9,0.1,permil,,,,,,1.0125,0.0031,1 sd,5,6.2,permil,modern,,,59.589,-158.895,USA,N,1.0235,0.9893,River,Headspace equillibriation method,Assumed 13C uncertainity ,10,A,B,10,10,small,9.4,0.206,0,343,205,-12,597,137,59,0,0,0,0,0,0,13,14,44,41,70,0,1294,0,0,343,-12,597,137,59,0,0,0,0,0,0,13,14,44,41,70,0,1294,0,0,953,11,11,3,899.2506245
743,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Stovall,2015-07-07,2015,Stream,Wood River,DIC,-15.0,0.1,permil,,,,,,1.0027,0.0031,1 sd,-5,6.2,permil,modern,,,59.459,-158.635,USA,N,1.0235,0.9796,River,Headspace equillibriation method,Assumed 13C uncertainity ,12.5,A,B,30.8,30.8,large,34.1,0.773,207,44,15,2,591,127,56,0,0,0,0,0,0,1,14,40,45,82,0,19,0,0,44,2,591,127,56,0,0,0,0,0,0,1,14,41,45,82,0,19,0,0,95,11,11,3,
744,"Smits, A. P., Schindler, D. E., Holtgrieve, G. W., Jankowski, K. J., and French, D. W. (2017). Watershed geomorphology interacts with precipitation to influence the magnitude and source of CO2 emissions from Alaskan streams. J. Geophys. Res.: Biogeosci., 122(8): 1903 1921.",https://doi.org/10.1002/2017JG003792,Whitefish,2015-07-07,2015,Stream,Wood River,DIC,0.5,0.1,permil,,,,,,0.8127,0.0031,1 sd,-194,6.2,permil,1666,30.5,,59.266,-158.681,USA,N,1.0235,0.7940,River,Headspace equillibriation method,Assumed 13C uncertainity ,12.5,A,B,10.1,10.1,large,10.3,0.222,119,46,21,4,606,131,57,0,73,0,0,0,0,1,14,41,45,103,0,23,0,1,46,4,606,131,57,0,73,0,0,0,0,1,14,41,45,103,0,23,0,1,116,11,11,3,
745,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,ZMD,2017-02-15,2017,River in permafrost region,Yangtze River source region,DIC,1.8,0.1,permil,,,,,,0.4502,0.0202,fraction modern,-553,10.0,permil,6411,81,,33.21547808,97.02551438,China,N,1.0157,0.4433,River,Acidification of water sample to convert DIC to CO2,,,C,A,138000,138000,large,136339,400.801,5,4762,74,-46,334,59,7,2,0,0,27,0,1,69,16,30,52,66,40,4868,0,24,4056,13,474,59,1,0,0,0,86,0,0,19,17,38,44,49,0,8044,0,126,695,10,6,3,1728.559534
746,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,ZMD,2017-07-30,2017,River in permafrost region,Yangtze River source region,DIC,-1.9,0.1,permil,,,,,,0.5441,0.0188,fraction modern,-460,9.3,permil,4889,76,,33.21547808,97.02551438,China,N,1.0157,0.5357,River,Acidification of water sample to convert DIC to CO2,,,C,A,138000,138000,large,136339,400.801,5,4762,74,-46,334,59,7,2,0,0,27,0,1,69,16,30,52,66,40,4868,0,24,4056,13,474,59,1,0,0,0,86,0,0,19,17,38,44,49,0,8044,0,126,695,10,6,3,2240.632806
747,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,ZMD,2017-09-15,2017,River in permafrost region,Yangtze River source region,DIC,-1.9,0.1,permil,,,,,,0.6100,0.0179,fraction modern,-395,8.9,permil,3971,72,,33.21547808,97.02551438,China,N,1.0157,0.6006,River,Acidification of water sample to convert DIC to CO2,,,C,A,138000,138000,large,136339,400.801,5,4762,74,-46,334,59,7,2,0,0,27,0,1,69,16,30,52,66,40,4868,0,24,4056,13,474,59,1,0,0,0,86,0,0,19,17,38,44,49,0,8044,0,126,695,10,6,3,2308.909242
748,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,ZMD,2017-10-30,2017,River in permafrost region,Yangtze River source region,DIC,-0.5,0.1,permil,,,,,,0.5525,0.0183,fraction modern,-452,9.1,permil,4766,74,,33.21547808,97.02551438,China,N,1.0157,0.5439,River,Acidification of water sample to convert DIC to CO2,,,C,A,138000,138000,large,136339,400.801,5,4762,74,-46,334,59,7,2,0,0,27,0,1,69,16,30,52,66,40,4868,0,24,4056,13,474,59,1,0,0,0,86,0,0,19,17,38,44,49,0,8044,0,126,695,10,6,3,2355.537052
749,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,ZMD,2017-12-15,2017,River in permafrost region,Yangtze River source region,DIC,0.4,0.1,permil,,,,,,0.4935,0.0204,fraction modern,-511,10.1,permil,5673,81,,33.21547808,97.02551438,China,N,1.0157,0.4859,River,Acidification of water sample to convert DIC to CO2,,,C,A,138000,138000,large,136339,400.801,5,4762,74,-46,334,59,7,2,0,0,27,0,1,69,16,30,52,66,40,4868,0,24,4056,13,474,59,1,0,0,0,86,0,0,19,17,38,44,49,0,8044,0,126,695,10,6,3,2391.34055
750,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,TTH,2017-05-28,2017,River in permafrost region,Yangtze River source region,DIC,5.5,0.1,permil,,,,,,0.4272,0.0200,fraction modern,-576,9.9,permil,6831,80,,34.25,92.5,China,N,1.0157,0.4206,River,Acidification of water sample to convert DIC to CO2,,,C,A,16949,16949,large,16103.9,36.443,10,4946,51,-57,253,48,6,0,0,0,10,0,2,83,15,28,54,62,50,4459,0,12,4530,-34,286,45,1,25,0,0,10,0,0,48,15,27,59,62,100,480,0,13,42,10,6,5,1066.611157
751,"Song, C., Wang, G., Haghipour, N. and Raymond, P. (2020). Warming and monsoonal climate lead to large export of millennial-aged carbon from permafrost catchments of the Qinghai-Tibet Plateau. Environmental Research Letters, 15(7): 074012.",https://doi.org/10.1088/1748-9326/ab83ac,TTH,2017-07-16,2017,River in permafrost region,Yangtze River source region,DIC,-4.8,0.1,permil,,,,,,0.5566,0.0171,fraction modern,-448,8.5,permil,4706,69,,34.25,92.5,China,N,1.0157,0.5480,River,Acidification of water sample to convert DIC to CO2,,,C,A,16949,16949,large,16103.9,36.443,10,4946,51,-57,253,48,6,0,0,0,10,0,2,83,15,28,54,62,50,4459,0,12,4530,-34,286,45,1,25,0,0,10,0,0,48,15,27,59,62,100,480,0,13,42,10,6,5,1900.083264
